Z,X,Y,b_X_Y
0,0,0,-4.575
0,1,0,-4.575
0,0,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,0,1,-4.575
0,1,0,-4.575
0,0,0,-4.575
0,0,1,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,0,0,-4.575
1,0,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,0,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
1,1,0,-4.575
0,0,1,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,0,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
0,0,1,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,0,1,-4.575
0,0,1,-4.575
0,0,0,-4.575
1,1,0,-4.575
0,0,1,-4.575
0,0,1,-4.575
0,1,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
0,0,0,-4.575
1,0,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
0,0,1,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
1,1,0,-4.575
0,1,0,-4.575
0,0,1,-4.575
1,1,0,-4.575
1,0,1,-4.575
0,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,1,0,-4.575
1,0,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
1,1,0,-4.575
1,0,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
1,1,0,-4.575
0,1,0,-4.575
1,1,0,-4.575
1,0,1,-4.575
1,1,0,-4.575
0,0,0,-4.575
1,0,0,-4.575
0,1,0,-4.575
0,0,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
1,1,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
1,0,0,-4.575
0,1,0,-4.575
1,1,0,-4.575
1,0,1,-4.575
0,0,1,-4.575
0,1,0,-4.575
1,1,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
0,1,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
0,1,0,-4.575
1,1,0,-4.575
0,1,0,-4.575
0,0,1,-4.575
0,1,0,-4.575
1,1,0,-4.575
0,0,1,-4.575
1,1,0,-4.575
1,1,0,-4.575
0,0,0,-4.575
0,1,0,-4.575
1,1,0,-4.57
1,1,1,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,0,1,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
1,0,1,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
0,0,1,-4.57
0,0,0,-4.57
1,0,0,-4.57
1,1,1,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
0,0,1,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,1,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,0,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,0,1,-4.57
1,0,1,-4.57
0,0,0,-4.57
0,0,1,-4.57
1,0,1,-4.57
0,1,0,-4.57
1,1,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,0,0,-4.57
1,0,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,0,1,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,0,1,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,0,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
1,0,1,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,0,0,-4.57
1,0,1,-4.57
0,0,0,-4.57
1,0,0,-4.57
1,0,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,0,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,1,0,-4.57
1,0,0,-4.57
1,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,0,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
1,0,1,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,0,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,1,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
1,0,1,-4.57
1,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,0,1,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,0,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,1,-4.57
0,0,1,-4.57
1,0,1,-4.57
1,1,0,-4.57
1,0,1,-4.57
0,0,0,-4.57
1,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
0,0,0,-4.57
0,0,1,-4.57
0,1,0,-4.57
0,0,1,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,1,0,-4.57
0,1,0,-4.57
1,0,1,-4.565
1,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,0,1,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,1,0,-4.565
1,0,1,-4.565
0,0,1,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,1,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,1,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
1,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,1,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,1,0,-4.565
1,0,1,-4.565
0,0,1,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,1,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,1,-4.565
0,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,1,1,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,1,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,0,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,1,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
0,0,1,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,1,0,-4.565
0,0,0,-4.565
0,0,1,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
0,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,1,-4.565
1,0,1,-4.565
0,0,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
0,0,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,0,1,-4.565
0,0,1,-4.565
1,1,0,-4.565
0,0,1,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,0,1,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,0,1,-4.565
0,0,1,-4.565
0,0,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
0,1,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,1,-4.565
1,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,1,0,-4.565
0,0,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,1,-4.565
0,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,1,-4.565
0,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
0,0,1,-4.565
1,1,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,0,0,-4.565
0,0,0,-4.565
0,0,1,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,1,-4.565
0,0,1,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,0,1,-4.565
1,0,0,-4.565
1,0,0,-4.565
0,0,0,-4.565
1,1,0,-4.565
0,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
0,0,1,-4.565
1,0,1,-4.565
0,0,1,-4.565
0,1,0,-4.565
1,1,0,-4.565
1,1,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,0,0,-4.565
0,1,0,-4.565
1,0,0,-4.565
1,0,0,-4.565
1,0,1,-4.565
0,1,0,-4.565
1,0,1,-4.565
1,0,1,-4.565
0,1,0,-4.565
0,0,0,-4.565
0,1,0,-4.565
0,1,0,-4.565
0,0,0,-4.565
1,0,1,-4.56
1,0,0,-4.56
1,0,1,-4.56
1,0,0,-4.56
0,0,0,-4.56
1,0,1,-4.56
0,1,0,-4.56
1,0,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
0,1,0,-4.56
1,0,0,-4.56
1,1,0,-4.56
1,1,0,-4.56
0,0,0,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,0,1,-4.56
0,1,0,-4.56
0,0,0,-4.56
0,0,1,-4.56
0,0,1,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,0,1,-4.56
0,0,0,-4.56
0,0,0,-4.56
0,0,0,-4.56
1,0,1,-4.56
0,0,0,-4.56
0,0,1,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
0,1,0,-4.56
0,0,1,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,1,0,-4.56
0,0,1,-4.56
0,1,0,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
0,1,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
1,0,0,-4.56
0,1,0,-4.56
1,0,0,-4.56
0,0,1,-4.56
0,1,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
0,1,0,-4.56
1,0,1,-4.56
0,0,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,1,0,-4.56
1,1,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
1,0,1,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,0,1,-4.56
1,0,0,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,1,0,-4.56
0,0,1,-4.56
1,0,1,-4.56
0,0,1,-4.56
0,1,0,-4.56
0,0,1,-4.56
1,0,1,-4.56
0,1,0,-4.56
1,1,0,-4.56
1,0,1,-4.56
0,1,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
0,0,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
0,1,0,-4.56
1,0,0,-4.56
0,0,1,-4.56
0,0,0,-4.56
1,0,0,-4.56
0,0,0,-4.56
1,1,0,-4.56
1,0,1,-4.56
0,0,0,-4.56
1,0,0,-4.56
0,0,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
0,0,1,-4.56
1,0,1,-4.56
1,1,0,-4.56
1,0,1,-4.56
0,0,0,-4.56
1,1,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
0,1,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,0,0,-4.56
1,0,1,-4.56
0,1,0,-4.56
0,1,0,-4.56
1,0,0,-4.56
0,1,0,-4.56
0,0,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
1,0,1,-4.56
1,0,0,-4.56
0,1,0,-4.56
1,0,1,-4.56
0,1,0,-4.56
1,0,0,-4.56
0,1,0,-4.56
0,0,0,-4.56
0,0,0,-4.56
0,0,1,-4.56
0,1,0,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,1,0,-4.56
1,0,0,-4.56
1,1,0,-4.56
0,0,1,-4.56
1,0,0,-4.56
1,0,0,-4.56
1,0,1,-4.56
1,0,1,-4.56
0,0,1,-4.56
1,0,1,-4.56
1,1,0,-4.56
